
-2.288816e-007;-7.349224e-007; 1.055241e-009; 4.821656e-002
 1.999977e-002;-7.349224e-007; 1.055241e-009; 4.816137e-002
 3.999977e-002;-7.349224e-007; 1.055241e-009; 4.810618e-002
 5.999977e-002;-8.900784e-006;-8.164807e-006; 4.805172e-002
 7.999977e-002;-2.521260e-005;-2.447662e-005; 4.799800e-002
 9.999977e-002;-4.151453e-005;-4.077856e-005; 4.794429e-002
 1.199998e-001;-4.973189e-005;-4.899592e-005; 4.790133e-002
 1.399998e-001;-5.794926e-005;-5.721328e-005; 4.785838e-002
 1.599998e-001;-6.616661e-005;-6.543064e-005; 4.781543e-002
 1.799998e-001;-7.438398e-005;-7.364800e-005; 4.777248e-002
 1.999998e-001;-8.260133e-005;-8.186536e-005; 4.772952e-002
 2.199998e-001;-9.001547e-005;-8.927949e-005; 4.769249e-002
 2.399998e-001;-9.742911e-005;-9.669313e-005; 4.765547e-002
 2.599998e-001;-1.048428e-004;-1.041068e-004; 4.761844e-002
 2.799998e-001;-1.122564e-004;-1.115204e-004; 4.758142e-002
 2.999998e-001;-1.196700e-004;-1.189340e-004; 4.754439e-002
 3.199998e-001;-1.271139e-004;-1.263779e-004; 4.751182e-002
 3.399998e-001;-1.345879e-004;-1.338520e-004; 4.748369e-002
 3.599998e-001;-1.420620e-004;-1.413260e-004; 4.745557e-002
 3.799998e-001;-1.495361e-004;-1.488001e-004; 4.742744e-002
 3.999998e-001;-1.570101e-004;-1.562742e-004; 4.739932e-002
 4.199998e-001;-1.644638e-004;-1.637278e-004; 4.737121e-002
 4.399998e-001;-1.480956e-004;-1.473596e-004; 4.736072e-002
 4.599998e-001;-1.317274e-004;-1.309914e-004; 4.735022e-002
 4.799998e-001;-1.153591e-004;-1.146232e-004; 4.733973e-002
 4.999998e-001;-9.899092e-005;-9.825494e-005; 4.732924e-002
 5.199997e-001;-8.262270e-005;-8.188672e-005; 4.731874e-002
 5.399998e-001; 3.621597e-005; 3.695195e-005; 4.742215e-002
 5.599998e-001; 1.551548e-004; 1.558907e-004; 4.752567e-002
 5.799997e-001; 2.740935e-004; 2.748295e-004; 4.762919e-002
 5.999998e-001; 3.930323e-004; 3.937683e-004; 4.773271e-002
 6.199998e-001; 5.119711e-004; 5.127071e-004; 4.783623e-002
 6.399997e-001; 6.236173e-004; 6.243532e-004; 4.795225e-002
 6.599998e-001; 7.279637e-004; 7.286997e-004; 4.808077e-002
 6.799998e-001; 8.323101e-004; 8.330461e-004; 4.820929e-002
 6.999997e-001; 9.366566e-004; 9.373925e-004; 4.833782e-002
 7.199998e-001; 1.041003e-003; 1.041739e-003; 4.846634e-002
 7.399998e-001; 1.145378e-003; 1.146114e-003; 4.859488e-002
 7.599998e-001; 1.309121e-003; 1.309857e-003; 4.874651e-002
 7.799998e-001; 1.472863e-003; 1.473599e-003; 4.889814e-002
 7.999998e-001; 1.636605e-003; 1.637341e-003; 4.904977e-002
 8.199998e-001; 1.820879e-003; 1.821615e-003; 4.920473e-002
 8.399998e-001; 2.025674e-003; 2.026410e-003; 4.936302e-002
 8.599998e-001; 2.209864e-003; 2.210600e-003; 4.951720e-002
 8.799998e-001; 2.373550e-003; 2.374286e-003; 4.966729e-002
 8.999998e-001; 2.537236e-003; 2.537972e-003; 4.981738e-002
 9.199998e-001; 2.700922e-003; 2.701658e-003; 4.996748e-002
 9.399998e-001; 2.864608e-003; 2.865344e-003; 5.011757e-002
 9.599998e-001; 3.069225e-003; 3.069961e-003; 5.028555e-002
 9.799998e-001; 3.314872e-003; 3.315608e-003; 5.047148e-002
 9.999998e-001; 3.560519e-003; 3.561255e-003; 5.065741e-002
 1.020000e+000; 3.806166e-003; 3.806902e-003; 5.084333e-002
 1.040000e+000; 4.051813e-003; 4.052549e-003; 5.102926e-002
 1.060000e+000; 4.297460e-003; 4.298197e-003; 5.121519e-002
 1.080000e+000; 4.543064e-003; 4.543800e-003; 5.140422e-002
 1.100000e+000; 4.788668e-003; 4.789404e-003; 5.159326e-002
 1.120000e+000; 5.034272e-003; 5.035008e-003; 5.178229e-002
 1.140000e+000; 5.279876e-003; 5.280612e-003; 5.197132e-002
 1.160000e+000; 5.525480e-003; 5.526216e-003; 5.216036e-002
 1.180000e+000; 5.799766e-003; 5.800502e-003; 5.234830e-002
 1.200000e+000; 6.102637e-003; 6.103374e-003; 5.253514e-002
 1.220000e+000; 6.405509e-003; 6.406245e-003; 5.272199e-002
 1.240000e+000; 6.708380e-003; 6.709117e-003; 5.290883e-002
 1.260000e+000; 7.011252e-003; 7.011988e-003; 5.309568e-002
 1.280000e+000; 7.367295e-003; 7.368030e-003; 5.328544e-002
 1.300000e+000; 7.653968e-003; 7.654704e-003; 5.349212e-002
 1.320000e+000; 7.940522e-003; 7.941258e-003; 5.369881e-002
 1.340000e+000; 8.227075e-003; 8.227812e-003; 5.390550e-002
 1.360000e+000; 8.513629e-003; 8.514366e-003; 5.411219e-002
 1.380000e+000; 8.800233e-003; 8.800969e-003; 5.431887e-002
 1.400000e+000; 9.289943e-003; 9.290679e-003; 5.449009e-002
 1.420000e+000; 9.626936e-003; 9.627673e-003; 5.466452e-002
 1.440000e+000; 9.963817e-003; 9.964554e-003; 5.483896e-002
 1.460000e+000; 1.030070e-002; 1.030143e-002; 5.501340e-002
 1.480000e+000; 1.063758e-002; 1.063832e-002; 5.518784e-002
 1.500000e+000; 1.101088e-002; 1.101162e-002; 5.535699e-002
 1.520000e+000; 1.131999e-002; 1.132073e-002; 5.551037e-002
 1.540000e+000; 1.162910e-002; 1.162984e-002; 5.566376e-002
 1.560000e+000; 1.193821e-002; 1.193895e-002; 5.581714e-002
 1.580000e+000; 1.224732e-002; 1.224806e-002; 5.597052e-002
 1.600000e+000; 1.257393e-002; 1.257467e-002; 5.611980e-002
 1.620000e+000; 1.291810e-002; 1.291884e-002; 5.626495e-002
 1.640000e+000; 1.326227e-002; 1.326301e-002; 5.641010e-002
 1.660000e+000; 1.360338e-002; 1.360412e-002; 5.655146e-002
 1.680000e+000; 1.394449e-002; 1.394523e-002; 5.669283e-002
 1.700000e+000; 1.428561e-002; 1.428634e-002; 5.683419e-002
 1.720000e+000; 1.459493e-002; 1.459567e-002; 5.696624e-002
 1.740000e+000; 1.490425e-002; 1.490499e-002; 5.709829e-002
 1.760000e+000; 1.521357e-002; 1.521431e-002; 5.723034e-002
 1.780000e+000; 1.552289e-002; 1.552363e-002; 5.736239e-002
 1.800000e+000; 1.592317e-002; 1.592391e-002; 5.749133e-002
 1.820000e+000; 1.633580e-002; 1.633653e-002; 5.761545e-002
 1.840000e+000; 1.667058e-002; 1.667132e-002; 5.773785e-002
 1.860000e+000; 1.700537e-002; 1.700610e-002; 5.786025e-002
 1.880000e+000; 1.734015e-002; 1.734089e-002; 5.798265e-002
 1.900000e+000; 1.767494e-002; 1.767567e-002; 5.810504e-002
 1.920000e+000; 1.800967e-002; 1.801041e-002; 5.822750e-002
 1.940000e+000; 1.831011e-002; 1.831084e-002; 5.839172e-002
 1.960000e+000; 1.861045e-002; 1.861119e-002; 5.853260e-002
 1.980000e+000; 1.891071e-002; 1.891145e-002; 5.865012e-002
 2.000000e+000; 1.921097e-002; 1.921171e-002; 5.876764e-002
 2.020000e+000; 1.952497e-002; 1.952571e-002; 5.886859e-002
 2.040000e+000; 1.986895e-002; 1.986968e-002; 5.899214e-002
 2.060000e+000; 2.021293e-002; 2.021366e-002; 5.911570e-002
 2.080000e+000; 2.055690e-002; 2.055764e-002; 5.923927e-002
 2.100000e+000; 2.090088e-002; 2.090162e-002; 5.936283e-002
 2.120000e+000; 2.124485e-002; 2.124559e-002; 5.948640e-002
 2.140000e+000; 2.158735e-002; 2.158809e-002; 5.960759e-002
 2.160000e+000; 2.194459e-002; 2.194533e-002; 5.972316e-002
 2.180000e+000; 2.230183e-002; 2.230257e-002; 5.983871e-002
 2.200000e+000; 2.265908e-002; 2.265981e-002; 5.995428e-002
 2.220000e+000; 2.301632e-002; 2.301705e-002; 6.006984e-002
 2.240000e+000; 2.337348e-002; 2.337422e-002; 6.018541e-002
 2.260000e+000; 2.365202e-002; 2.365276e-002; 6.031141e-002
 2.280000e+000; 2.393056e-002; 2.393130e-002; 6.043742e-002
 2.300000e+000; 2.424162e-002; 2.424236e-002; 6.057055e-002
 2.320000e+000; 2.458499e-002; 2.458573e-002; 6.071074e-002
 2.340000e+000; 2.492836e-002; 2.492910e-002; 6.085094e-002
 2.360000e+000; 2.527086e-002; 2.527160e-002; 6.095822e-002
 2.380000e+000; 2.561336e-002; 2.561410e-002; 6.106548e-002
 2.400000e+000; 2.595587e-002; 2.595660e-002; 6.117274e-002
 2.420000e+000; 2.629837e-002; 2.629910e-002; 6.128000e-002
 2.440000e+000; 2.664087e-002; 2.664160e-002; 6.138726e-002
 2.460000e+000; 2.689360e-002; 2.689434e-002; 6.151893e-002
 2.480000e+000; 2.722107e-002; 2.722181e-002; 6.163334e-002
 2.500000e+000; 2.754864e-002; 2.754938e-002; 6.174772e-002
 2.520000e+000; 2.787622e-002; 2.787695e-002; 6.186210e-002
 2.540000e+000; 2.820379e-002; 2.820452e-002; 6.197649e-002
 2.560000e+000; 2.853139e-002; 2.853213e-002; 6.209086e-002
 2.580000e+000; 2.890799e-002; 2.890873e-002; 6.218639e-002
 2.600000e+000; 2.928459e-002; 2.928533e-002; 6.228192e-002
 2.620000e+000; 2.960567e-002; 2.960640e-002; 6.239388e-002
 2.640000e+000; 2.987148e-002; 2.987222e-002; 6.252217e-002
 2.660000e+000; 3.016824e-002; 3.016898e-002; 6.264320e-002
 2.680000e+000; 3.050409e-002; 3.050482e-002; 6.274834e-002
 2.700000e+000; 3.084795e-002; 3.084869e-002; 6.284488e-002
 2.720000e+000; 3.119182e-002; 3.119255e-002; 6.294143e-002
 2.740000e+000; 3.153568e-002; 3.153642e-002; 6.303798e-002
 2.760000e+000; 3.187954e-002; 3.188028e-002; 6.313452e-002
 2.780000e+000; 3.222108e-002; 3.222182e-002; 6.324245e-002
 2.800000e+000; 3.256028e-002; 3.256102e-002; 6.336179e-002
 2.820000e+000; 3.289948e-002; 3.290022e-002; 6.348113e-002
 2.840000e+000; 3.323868e-002; 3.323942e-002; 6.360046e-002
 2.860000e+000; 3.360698e-002; 3.360771e-002; 6.371247e-002
 2.880000e+000; 3.397528e-002; 3.397602e-002; 6.382447e-002
 2.900000e+000; 3.428804e-002; 3.428878e-002; 6.392516e-002
 2.920000e+000; 3.460080e-002; 3.460154e-002; 6.402584e-002
 2.940000e+000; 3.491356e-002; 3.491430e-002; 6.412653e-002
 2.960000e+000; 3.522632e-002; 3.522706e-002; 6.422722e-002
 2.980000e+000; 3.553908e-002; 3.553982e-002; 6.432790e-002
 3.000000e+000; 3.586739e-002; 3.586813e-002; 6.443330e-002
 3.020000e+000; 3.621118e-002; 3.621192e-002; 6.454339e-002
 3.040000e+000; 3.655494e-002; 3.655567e-002; 6.465347e-002
 3.060000e+000; 3.688192e-002; 3.688266e-002; 6.476606e-002
 3.080000e+000; 3.720890e-002; 3.720964e-002; 6.487865e-002
 3.100000e+000; 3.754359e-002; 3.754432e-002; 6.499161e-002
 3.120000e+000; 3.788600e-002; 3.788674e-002; 6.510495e-002
 3.140000e+000; 3.822841e-002; 3.822915e-002; 6.521829e-002
 3.160000e+000; 3.857083e-002; 3.857157e-002; 6.533163e-002
 3.180000e+000; 3.891325e-002; 3.891398e-002; 6.544497e-002
 3.200000e+000; 3.925566e-002; 3.925640e-002; 6.555831e-002
 3.220000e+000; 3.950239e-002; 3.950313e-002; 6.567990e-002
 3.240000e+000; 3.982972e-002; 3.983046e-002; 6.580215e-002
 3.260000e+000; 4.015705e-002; 4.015779e-002; 6.592441e-002
