"Reference";""
"Identification";""
"Material";""
"Extensometer to crosshead transition";0.00;"mm"
"Specimen geometry";"flat"
"Cross-sectional area = So"
"Extensometer gauge length = Le"
"Extensometer output in mm"
"Parallel length = Lc"
"Data acquisition rate 50 Hz"
"Data row for start force reduction (Hysteresis) = Hs"
"Data row for end force reduction (Hysteresis) = He"
"Data row for switch to crosshead = Cs"
"File length N data rows"
"File width M data columns"
"So";40;"mm2"
"Le";50;"mm"
"Lc";319.582;"mm"
"N";3050
"M";4
"Hs";0
"He";0
"Cs";0
"time";"crosshead";"extensometer";"force"
"s";"mm";"mm";"kN"
-2.288834e-007; 8.411257e-008;-4.049525e-010; 5.131271e-002
 1.999977e-002;-1.810411e-005;-1.818863e-005; 5.128165e-002
 3.999977e-002;-3.629234e-005;-3.637686e-005; 5.125058e-002
 5.999977e-002;-5.448056e-005;-5.456508e-005; 5.121952e-002
 7.999977e-002;-7.266879e-005;-7.275330e-005; 5.118845e-002
 9.999977e-002;-8.178732e-005;-8.187184e-005; 5.116333e-002
 1.199998e-001;-8.178732e-005;-8.187184e-005; 5.114418e-002
 1.399998e-001;-8.178732e-005;-8.187184e-005; 5.112503e-002
 1.599998e-001;-8.178732e-005;-8.187184e-005; 5.110588e-002
 1.799998e-001;-8.178732e-005;-8.187184e-005; 5.108672e-002
 1.999998e-001;-8.178732e-005;-8.187184e-005; 5.106757e-002
 2.199998e-001;-8.922663e-005;-8.931114e-005; 5.104978e-002
 2.399998e-001;-9.667048e-005;-9.675499e-005; 5.103199e-002
 2.599998e-001;-1.041143e-004;-1.041988e-004; 5.101420e-002
 2.799998e-001;-1.115582e-004;-1.116427e-004; 5.099641e-002
 2.999998e-001;-1.190020e-004;-1.190865e-004; 5.097861e-002
 3.199998e-001;-1.268161e-004;-1.269006e-004; 5.096393e-002
 3.399998e-001;-1.350003e-004;-1.350848e-004; 5.095234e-002
 3.599998e-001;-1.431844e-004;-1.432689e-004; 5.094075e-002
 3.799998e-001;-1.513686e-004;-1.514531e-004; 5.092917e-002
 3.999998e-001;-1.595527e-004;-1.596372e-004; 5.091758e-002
 4.199998e-001;-1.599496e-004;-1.600341e-004; 5.090953e-002
 4.399998e-001;-1.525058e-004;-1.525903e-004; 5.090505e-002
 4.599998e-001;-1.450620e-004;-1.451465e-004; 5.090056e-002
 4.799998e-001;-1.376182e-004;-1.377028e-004; 5.089607e-002
 4.999998e-001;-1.301744e-004;-1.302590e-004; 5.089159e-002
 5.199997e-001;-1.227307e-004;-1.228152e-004; 5.088710e-002
 5.399998e-001;-8.185991e-005;-8.194442e-005; 5.091817e-002
 5.599998e-001;-4.095648e-005;-4.104100e-005; 5.094928e-002
 5.799997e-001;-5.306045e-008;-1.375780e-007; 5.098038e-002
 5.999998e-001; 4.085036e-005; 4.076584e-005; 5.101149e-002
 6.199998e-001; 1.771952e-004; 1.771107e-004; 5.111612e-002
 6.399997e-001; 3.232180e-004; 3.231335e-004; 5.123647e-002
 6.599998e-001; 4.787530e-004; 4.786685e-004; 5.137240e-002
 6.799998e-001; 6.342880e-004; 6.342035e-004; 5.150834e-002
 6.999997e-001; 7.898230e-004; 7.897385e-004; 5.164428e-002
 7.199998e-001; 9.453580e-004; 9.452735e-004; 5.178021e-002
 7.399998e-001; 1.090088e-003; 1.090004e-003; 5.190322e-002
 7.599998e-001; 1.223924e-003; 1.223839e-003; 5.201318e-002
 7.799998e-001; 1.357760e-003; 1.357675e-003; 5.212315e-002
 7.999998e-001; 1.491595e-003; 1.491511e-003; 5.223312e-002
 8.199998e-001; 1.625431e-003; 1.625346e-003; 5.234308e-002
 8.399998e-001; 1.759267e-003; 1.759182e-003; 5.245305e-002
 8.599998e-001; 1.924075e-003; 1.923991e-003; 5.257340e-002
 8.799998e-001; 2.087740e-003; 2.087656e-003; 5.269495e-002
 8.999998e-001; 2.251406e-003; 2.251321e-003; 5.281649e-002
 9.199998e-001; 2.415071e-003; 2.414986e-003; 5.293804e-002
 9.399998e-001; 2.578736e-003; 2.578652e-003; 5.305959e-002
 9.599998e-001; 2.765774e-003; 2.765690e-003; 5.318613e-002
 9.799998e-001; 2.976242e-003; 2.976157e-003; 5.331767e-002
 9.999998e-001; 3.186709e-003; 3.186625e-003; 5.344921e-002
 1.020000e+000; 3.397177e-003; 3.397092e-003; 5.358075e-002
 1.040000e+000; 3.642610e-003; 3.642526e-003; 5.372316e-002
 1.060000e+000; 3.888078e-003; 3.887993e-003; 5.386557e-002
 1.080000e+000; 4.133654e-003; 4.133570e-003; 5.398944e-002
 1.100000e+000; 4.379231e-003; 4.379146e-003; 5.411333e-002
 1.120000e+000; 4.624807e-003; 4.624723e-003; 5.423721e-002
 1.140000e+000; 4.870384e-003; 4.870299e-003; 5.436109e-002
 1.160000e+000; 5.115960e-003; 5.115876e-003; 5.448497e-002
 1.180000e+000; 5.485552e-003; 5.485468e-003; 5.462000e-002
 1.200000e+000; 5.758327e-003; 5.758243e-003; 5.477946e-002
 1.220000e+000; 6.031103e-003; 6.031018e-003; 5.493892e-002
 1.240000e+000; 6.303878e-003; 6.303794e-003; 5.509838e-002
 1.260000e+000; 6.576654e-003; 6.576569e-003; 5.525784e-002
 1.280000e+000; 6.886871e-003; 6.886786e-003; 5.541135e-002
 1.300000e+000; 7.234676e-003; 7.234592e-003; 5.555889e-002
 1.320000e+000; 7.566459e-003; 7.566375e-003; 5.570764e-002
 1.340000e+000; 7.882229e-003; 7.882144e-003; 5.585759e-002
 1.360000e+000; 8.197999e-003; 8.197914e-003; 5.600755e-002
 1.380000e+000; 8.513767e-003; 8.513683e-003; 5.615751e-002
 1.400000e+000; 8.841249e-003; 8.841164e-003; 5.631123e-002
 1.420000e+000; 9.168734e-003; 9.168649e-003; 5.646495e-002
 1.440000e+000; 9.496219e-003; 9.496135e-003; 5.661868e-002
 1.460000e+000; 9.837155e-003; 9.837070e-003; 5.676790e-002
 1.480000e+000; 1.019158e-002; 1.019149e-002; 5.691261e-002
 1.500000e+000; 1.052739e-002; 1.052731e-002; 5.707132e-002
 1.520000e+000; 1.086317e-002; 1.086308e-002; 5.723005e-002
 1.540000e+000; 1.119894e-002; 1.119886e-002; 5.738877e-002
 1.560000e+000; 1.153472e-002; 1.153463e-002; 5.754750e-002
 1.580000e+000; 1.187049e-002; 1.187041e-002; 5.770623e-002
 1.600000e+000; 1.225024e-002; 1.225016e-002; 5.784636e-002
 1.620000e+000; 1.260003e-002; 1.259994e-002; 5.799784e-002
 1.640000e+000; 1.294981e-002; 1.294973e-002; 5.814931e-002
 1.660000e+000; 1.329960e-002; 1.329951e-002; 5.830079e-002
 1.680000e+000; 1.364938e-002; 1.364930e-002; 5.845226e-002
 1.700000e+000; 1.399917e-002; 1.399908e-002; 5.860374e-002
 1.720000e+000; 1.416315e-002; 1.416307e-002; 5.877105e-002
 1.740000e+000; 1.449933e-002; 1.449925e-002; 5.892889e-002
 1.760000e+000; 1.483579e-002; 1.483571e-002; 5.908672e-002
 1.780000e+000; 1.517225e-002; 1.517216e-002; 5.924455e-002
 1.800000e+000; 1.550871e-002; 1.550862e-002; 5.940238e-002
 1.820000e+000; 1.588178e-002; 1.588170e-002; 5.955605e-002
 1.840000e+000; 1.629146e-002; 1.629138e-002; 5.970556e-002
 1.860000e+000; 1.664655e-002; 1.664647e-002; 5.984619e-002
 1.880000e+000; 1.694666e-002; 1.694657e-002; 5.997787e-002
 1.900000e+000; 1.724676e-002; 1.724667e-002; 6.010955e-002
 1.920000e+000; 1.756054e-002; 1.756045e-002; 6.025190e-002
 1.940000e+000; 1.788809e-002; 1.788801e-002; 6.040501e-002
