"Reference";""
"Identification";""
"Material";""
"Extensometer to crosshead transition";0.00;"mm"
"Specimen geometry";"flat"
"Cross-sectional area = So"
"Extensometer gauge length = Le"
"Extensometer output in mm"
"Parallel length = Lc"
"Data acquisition rate 50 Hz"
"Data row for start force reduction (Hysteresis) = Hs"
"Data row for end force reduction (Hysteresis) = He"
"Data row for switch to crosshead = Cs"
"File length N data rows"
"File width M data columns"
"So";90;"mm2"
"Le";50;"mm"
"Lc";319.582;"mm"
"N";3050
"M";4
"Hs";0
"He";0
"Cs";0
"time";"crosshead";"extensometer";"force"
"s";"mm";"mm";"kN"
-2.288825e-007; 3.710663e-007;-6.571099e-011; 5.029133e-002
 1.999977e-002; 3.710663e-007;-6.571099e-011; 5.024511e-002
 3.999977e-002;-7.805088e-006;-8.176220e-006; 5.020152e-002
 5.999977e-002;-1.598923e-005;-1.636037e-005; 5.015793e-002
 7.999977e-002;-2.417338e-005;-2.454451e-005; 5.011435e-002
 9.999977e-002;-3.235753e-005;-3.272866e-005; 5.007076e-002
 1.199998e-001;-4.054167e-005;-4.091280e-005; 5.002717e-002
 1.399998e-001;-4.798760e-005;-4.835873e-005; 4.999432e-002
 1.599998e-001;-5.543145e-005;-5.580258e-005; 4.996150e-002
 1.799998e-001;-6.287530e-005;-6.324643e-005; 4.992868e-002
 1.999998e-001;-7.031915e-005;-7.069028e-005; 4.989586e-002
 2.199998e-001;-7.776299e-005;-7.813412e-005; 4.986304e-002
 2.399998e-001;-8.150037e-005;-8.187150e-005; 4.983305e-002
 2.599998e-001;-8.150037e-005;-8.187150e-005; 4.980592e-002
 2.799998e-001;-8.150037e-005;-8.187150e-005; 4.977878e-002
 2.999998e-001;-8.150037e-005;-8.187150e-005; 4.975164e-002
 3.199998e-001;-8.150037e-005;-8.187150e-005; 4.972451e-002
 3.399998e-001;-8.150037e-005;-8.187150e-005; 4.970219e-002
 3.599998e-001;-8.150037e-005;-8.187150e-005; 4.968274e-002
 3.799998e-001;-8.150037e-005;-8.187150e-005; 4.966330e-002
 3.999998e-001;-8.150037e-005;-8.187150e-005; 4.964386e-002
 4.199998e-001;-8.150037e-005;-8.187150e-005; 4.962442e-002
 4.399998e-001;-8.150037e-005;-8.187150e-005; 4.960498e-002
 4.599998e-001;-7.741332e-005;-7.778445e-005; 4.959228e-002
 4.799998e-001;-6.922925e-005;-6.960038e-005; 4.958633e-002
 4.999998e-001;-6.104518e-005;-6.141631e-005; 4.958038e-002
 5.199997e-001;-5.286110e-005;-5.323223e-005; 4.957443e-002
 5.399998e-001;-4.467703e-005;-4.504816e-005; 4.956848e-002
 5.599998e-001; 1.867224e-005; 1.830111e-005; 4.960567e-002
 5.799997e-001; 1.377280e-004; 1.373568e-004; 4.968641e-002
 5.999998e-001; 2.567837e-004; 2.564125e-004; 4.976715e-002
 6.199998e-001; 3.758394e-004; 3.754683e-004; 4.984790e-002
