Node Number	X Location (m)	Y Location (m)	Z Location (m)	
543	-4.6517e-004	2.2738e-003	0.	
544	-3.4604e-004	2.2061e-003	0.	
545	-5.4305e-005	6.2295e-004	0.	
546	-5.4207e-005	-3.7709e-004	0.	
547	-7.7609e-004	-1.3672e-003	0.	
548	-1.0703e-003	2.5656e-003	0.	
549	-1.3513e-003	4.3831e-004	0.	
550	-2.0533e-004	1.3693e-003	0.	
551	7.1065e-005	-6.0775e-004	0.	
552	3.9205e-004	-1.7869e-003	0.	
553	1.0663e-003	3.6029e-004	0.	
554	4.8228e-004	2.2914e-003	0.	
555	3.5558e-004	2.1967e-003	0.	
556	5.9196e-005	3.8361e-004	0.	
557	-5.1038e-004	2.6419e-003	0.	
558	6.1658e-004	2.209e-003	0.	
559	1.1126e-003	6.385e-004	0.	
560	6.2396e-004	2.0566e-003	0.	
561	-6.2162e-004	-2.0611e-003	0.	
562	8.015e-004	1.4003e-003	0.	
563	-1.3607e-003	-1.0992e-003	0.	
564	6.2397e-004	5.6539e-005	0.	
565	6.352e-004	1.7942e-003	0.	
566	-6.4032e-004	-7.276e-005	0.	
567	-3.7606e-004	5.6518e-005	0.	
568	-8.796e-004	2.5422e-003	0.	
569	3.5963e-004	-7.3328e-005	0.	
570	-6.1068e-004	-2.2078e-003	0.	
571	3.7388e-004	-9.3886e-004	0.	
572	-6.2616e-004	-9.3892e-004	0.	
573	-1.1371e-003	2.7346e-003	0.	
574	8.8456e-004	-2.5434e-003	0.	
575	6.7398e-004	4.0415e-003	0.	
576	1.1397e-003	-2.7423e-003	0.	
577	-6.731e-004	-4.0418e-003	0.	
578	-6.286e-004	-1.7945e-003	0.	
579	-1.0583e-003	-3.6101e-004	0.	
580	-7.7606e-004	1.6328e-003	0.	
581	-1.3628e-003	1.8302e-003	0.	
582	-1.0844e-003	6.1925e-004	0.	
583	-1.365e-003	6.0719e-005	0.	
584	1.0817e-003	-6.3301e-004	0.	
585	1.3616e-003	1.096e-003	0.	
586	9.3667e-004	3.7275e-004	0.	
587	3.7388e-004	2.0611e-003	0.	
588	-1.2006e-003	3.8406e-004	0.	
589	1.2056e-003	-3.8547e-004	0.	
590	9.3659e-004	-6.273e-004	0.	
591	1.3579e-003	-1.8202e-003	0.	
592	-5.4117e-005	-1.3771e-003	0.	
593	-1.0565e-003	-1.3633e-003	0.	
594	-9.2809e-004	-3.7244e-004	0.	
595	7.827e-004	-1.6292e-003	0.	
596	5.951e-005	1.3839e-003	0.	
597	1.0753e-003	1.3615e-003	0.	
598	3.7388e-004	6.1152e-005	0.	
599	-1.3665e-003	-1.8358e-003	0.	
600	-9.2801e-004	6.2762e-004	0.	
601	-6.2614e-004	6.1145e-005	0.	
602	3.5978e-004	-1.0726e-003	0.	
603	1.3684e-003	1.8377e-003	0.	
604	-1.0579e-003	1.6353e-003	0.	
605	-5.4175e-005	1.623e-003	0.	
606	-3.7602e-004	1.0567e-003	0.	
607	5.9289e-005	-1.6164e-003	0.	
608	1.0658e-003	-1.636e-003	0.	
609	6.2396e-004	1.0565e-003	0.	
610	9.5019e-004	-1.3714e-003	0.	
611	1.1233e-003	1.664e-003	0.	
