Node Number	X Location (m)	Y Location (m)	Z Location (m)	
549	-2.1138e-003	6.7774e-003	0.	
550	-1.9858e-003	6.7504e-003	0.	
551	-1.8619e-003	6.7916e-003	0.	
552	-1.7755e-003	6.89e-003	0.	
553	-7.5e-004	7.e-003	0.	
554	-7.8465e-004	7.127e-003	0.	
555	-8.7833e-004	7.2184e-003	0.	
556	-1.006e-003	7.2499e-003	0.	
557	-1.1318e-003	7.2124e-003	0.	
558	-1.2209e-003	7.117e-003	0.	
559	-1.2498e-003	6.9897e-003	0.	
560	-1.2107e-003	6.8654e-003	0.	
561	-1.1144e-003	6.7777e-003	0.	
562	-9.8632e-004	6.7504e-003	0.	
563	-8.6221e-004	6.7914e-003	0.	
564	-7.7573e-004	6.8895e-003	0.	
565	2.5e-004	7.e-003	0.	
566	2.1542e-004	7.1269e-003	0.	
567	1.2229e-004	7.2181e-003	0.	
568	-4.7598e-006	7.25e-003	0.	
569	-1.3057e-004	7.2132e-003	0.	
570	-2.2016e-004	7.1185e-003	0.	
571	-2.4981e-004	6.9903e-003	0.	
572	-2.1047e-004	6.8651e-003	0.	
573	-1.1382e-004	6.7774e-003	0.	
574	1.3994e-005	6.7504e-003	0.	
575	1.379e-004	6.7915e-003	0.	
576	2.2424e-004	6.8895e-003	0.	
577	1.25e-003	7.e-003	0.	
578	1.2158e-003	7.1263e-003	0.	
579	1.1227e-003	7.2178e-003	0.	
580	9.9549e-004	7.25e-003	0.	
581	8.6928e-004	7.2131e-003	0.	
582	7.7954e-004	7.1179e-003	0.	
583	7.5021e-004	6.9897e-003	0.	
584	7.8988e-004	6.8645e-003	0.	
585	8.867e-004	6.7771e-003	0.	
586	1.0148e-003	6.7504e-003	0.	
587	1.1386e-003	6.792e-003	0.	
588	1.2244e-003	6.8899e-003	0.	
589	2.25e-003	7.e-003	0.	
590	2.2159e-003	7.126e-003	0.	
591	2.1229e-003	7.2177e-003	0.	
592	1.9958e-003	7.25e-003	0.	
593	1.8696e-003	7.2133e-003	0.	
594	1.7797e-003	7.1182e-003	0.	
595	1.7502e-003	6.9907e-003	0.	
596	1.7891e-003	6.8657e-003	0.	
597	1.8857e-003	6.7777e-003	0.	
598	2.0137e-003	6.7504e-003	0.	
599	2.1378e-003	6.7914e-003	0.	
600	2.2245e-003	6.89e-003	0.	
601	-1.75e-003	8.e-003	0.	
602	-1.7843e-003	8.1263e-003	0.	
