Node Number	X Location (m)	Y Location (m)	Z Location (m)	
400	7.5723e-004	4.7011e-004	0.	
401	-1.3283e-003	-1.7709e-003	0.	
402	-1.2093e-003	-1.6938e-003	0.	
403	-1.2832e-003	-1.6531e-003	0.	
404	5.6581e-004	7.5558e-004	0.	
405	8.2013e-004	2.4441e-003	0.	
406	7.3644e-004	2.3104e-003	0.	
407	-8.0959e-004	-2.3387e-003	0.	
408	-7.2875e-004	-2.2917e-003	0.	
409	-1.259e-003	5.8668e-004	0.	
410	5.6184e-004	-7.7327e-004	0.	
411	4.5931e-004	-7.5822e-004	0.	
412	1.3307e-003	-1.771e-003	0.	
413	1.232e-003	-1.6858e-003	0.	
414	1.3015e-003	-1.6587e-003	0.	
415	-4.2362e-004	-8.0585e-004	0.	
416	-5.0622e-004	-7.6885e-004	0.	
417	-1.2534e-003	-4.1655e-004	0.	
418	-1.072e-004	-2.401e-003	0.	
419	-1.6586e-004	-2.4127e-003	0.	
420	1.253e-003	-5.8937e-004	0.	
421	1.2649e-003	-1.3147e-003	0.	
422	1.2009e-003	-1.3864e-003	0.	
423	1.3386e-003	-1.2892e-003	0.	
424	1.0496e-004	2.3833e-003	0.	
425	4.0147e-005	2.4161e-003	0.	
426	-1.3275e-003	2.2446e-003	0.	
427	-1.3085e-003	2.3189e-003	0.	
428	-1.2782e-003	1.7243e-003	0.	
429	-1.3494e-003	1.8429e-003	0.	
430	-1.3606e-003	1.6809e-003	0.	
431	7.4761e-004	-2.3793e-003	0.	
432	8.024e-004	-2.3319e-003	0.	
433	6.7827e-004	-2.2687e-003	0.	
434	-7.1452e-004	2.273e-003	0.	
435	-7.415e-004	2.3311e-003	0.	
436	-6.401e-004	2.2329e-003	0.	
437	-1.2487e-003	1.2964e-003	0.	
438	-1.2281e-003	1.3907e-003	0.	
439	-1.3292e-003	1.3037e-003	0.	
440	1.2776e-003	1.3394e-003	0.	
441	1.3585e-003	1.2884e-003	0.	
442	1.2993e-003	7.2529e-004	0.	
443	1.3627e-003	7.5986e-004	0.	
444	-1.2691e-003	-1.3306e-003	0.	
445	-1.344e-003	-1.2892e-003	0.	
446	-1.2984e-003	-7.347e-004	0.	
447	-1.359e-003	-7.5733e-004	0.	
448	1.2675e-003	-7.3837e-004	0.	
449	1.3223e-003	-7.4444e-004	0.	
450	1.274e-003	-6.8547e-004	0.	
451	-1.2698e-003	7.3443e-004	0.	
452	-1.3227e-003	7.419e-004	0.	
453	-1.2784e-003	6.8242e-004	0.	
454	3.6048e-004	2.2777e-003	0.	
455	1.3014e-003	-2.7624e-004	0.	
456	1.365e-003	-2.5196e-004	0.	
457	-1.2999e-003	2.7627e-004	0.	
458	-1.3627e-003	2.537e-004	0.	
459	1.2798e-003	3.3312e-004	0.	
460	1.3577e-003	2.761e-004	0.	
461	-1.2695e-003	-2.607e-004	0.	
462	-1.2877e-003	-3.1672e-004	0.	
463	-1.3139e-003	-2.4951e-004	0.	
464	-3.0416e-004	-2.238e-003	0.	
465	-3.8113e-004	-2.1969e-003	0.	
466	-3.225e-004	-2.3234e-003	0.	
467	-1.1958e-003	2.4326e-003	0.	
468	1.0778e-003	-2.4691e-003	0.	
469	7.8845e-004	-1.3332e-003	0.	
470	6.7957e-004	-1.3066e-003	0.	
471	6.9506e-004	-1.2435e-003	0.	
472	7.2475e-004	-1.3766e-003	0.	
473	7.5929e-004	1.6367e-003	0.	
474	6.9782e-004	1.682e-003	0.	
475	8.2687e-004	1.6797e-003	0.	
476	6.98e-004	1.7509e-003	0.	
477	-2.1449e-004	-1.3472e-003	0.	
478	-3.2189e-004	-1.3124e-003	0.	
479	-3.0599e-004	-1.2462e-003	0.	
